acn,caseNumber,completedReferrals,completionDate,finalDecision,pendingReferrals,registrationDate,renewingDivision,renewingOffice,reopenDate,reviewStatus,type
Z1863613,,"[{'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': '04/18/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': ''}]",03/31/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1863612,,[],,,[],03/31/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863611,,[],,,[],03/31/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863610,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863609,D1399095,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/10/2025'}]",04/10/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863608,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863607,D1399093,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}, {'agency': 'Department of State', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}]",04/14/2025,Approved w/Conditions,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1863606,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863605,D1399091,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/07/2025'}, {'agency': 'Department of State', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}]",04/09/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863604,,[],,,[],03/31/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863603,,[],04/11/2025,Returned Without Action,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1863602,D1399088,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of State', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}]",04/16/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863601,,[],,,[],03/31/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863600,D1399086,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/07/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/07/2025'}]",04/09/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Re-Export License Application
Z1863599,,[],,,[],03/31/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863598,,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/18/2025'}]",,,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1863597,,[],,,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,HOLD WITHOUT ACTION (04/11/2025),Commodity Classification Request
Z1863596,,[],,,[],03/31/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1863595,,"[{'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': ''}]",03/31/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863594,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863593,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863592,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863591,D1399079,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/15/2025'}]",04/15/2025,Approved w/Conditions,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1863590,D1399078,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/04/2025'}]",04/14/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863589,,[],,,[],03/31/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863588,,[],,,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863587,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863586,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1863585,,[],,,[],03/31/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863584,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863583,,[],,,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863582,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863581,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863580,,"[{'agency': 'Department of Defense', 'referralDate': '04/09/2025', 'closedDate': '04/10/2025'}]",,,[],03/31/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863579,,[],,,[],03/31/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1863578,,[],,,[],03/31/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863577,D1399066,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/04/2025'}]",04/10/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863576,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1863575,,[],,,[],03/31/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863574,,[],,,[],03/31/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863573,,[],,,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863572,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863571,,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/11/2025'}]",,,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863570,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863569,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863568,F1399057,[],04/16/2025,Approved w/Conditions,[],03/31/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Agriculture License Exception Notice
Z1863567,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863566,,[],,,[],03/31/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863565,,[],,,[],03/31/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863564,D1399052,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/08/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/10/2025'}]",04/14/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863563,F1399051,[],04/16/2025,Approved w/Conditions,[],03/31/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Agriculture License Exception Notice
Z1863562,,[],,,[],03/31/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863561,,[],,,[],03/31/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863560,D1399047,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/08/2025'}]",04/09/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863559,,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}]",,,[],03/31/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863558,,[],,,[],03/31/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863557,,[],,,[],03/31/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863556,,[],,,[],03/31/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863555,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863554,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863553,,[],,,[],03/31/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863552,,[],,,[],03/31/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863551,F1399038,[],04/16/2025,Approved w/Conditions,[],03/31/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Agriculture License Exception Notice
Z1863550,D1399036,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/11/2025'}]",04/11/2025,Approved w/Conditions,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1863549,D1399035,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}, {'agency': 'Department of State', 'referralDate': '04/07/2025', 'closedDate': '04/14/2025'}]",04/15/2025,Approved w/Conditions,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1863548,,[],,,[],03/31/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1863547,D1399034,"[{'agency': 'Department of Defense', 'referralDate': '04/04/2025', 'closedDate': '04/08/2025'}]",04/09/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863546,,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/04/2025'}]",,,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863545,,[],,,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863544,G199128,"[{'agency': 'Department of Defense', 'referralDate': '04/01/2025', 'closedDate': '04/08/2025'}]",04/09/2025,Completed,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Commodity Classification Request
Z1863543,D1399031,"[{'agency': 'Department of Defense', 'referralDate': '04/08/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/08/2025', 'closedDate': '04/09/2025'}]",04/14/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863542,D1399030,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/04/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/03/2025'}]",04/04/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863541,D1399029,"[{'agency': 'Department of Defense', 'referralDate': '04/08/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/08/2025', 'closedDate': '04/11/2025'}]",04/14/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863540,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863539,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863538,D1399026,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}]",04/11/2025,Approved w/Conditions,[],03/31/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1863537,D1399025,"[{'agency': 'Department of Defense', 'referralDate': '04/04/2025', 'closedDate': '04/09/2025'}, {'agency': 'Department of State', 'referralDate': '04/04/2025', 'closedDate': '04/10/2025'}]",04/11/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863536,,[],,,[],03/31/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863535,,[],,,[],03/31/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863534,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863533,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/16/2025', 'closedDate': ''}]",03/31/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1863532,,[],04/15/2025,Returned Without Action,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Re-Export License Application
Z1863531,,[],,,[],03/31/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1863530,,[],,,[],03/30/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863529,,[],,,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1863528,,[],,,[],03/30/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863527,,[],04/02/2025,Returned Without Action,[],03/30/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1863526,,[],04/16/2025,Returned Without Action,[],03/31/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1863525,,[],,,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1863524,D1399012,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/07/2025'}, {'agency': 'Department of State', 'referralDate': '04/03/2025', 'closedDate': '04/10/2025'}]",04/10/2025,Approved w/Conditions,[],03/30/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Re-Export License Application
Z1863523,,[],,,[],03/30/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863522,,[],,,[],03/31/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1863521,D1399009,[],04/03/2025,Approved w/Conditions,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Re-Export License Application
Z1863520,,[],,,[],03/30/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863519,,[],,,[],03/30/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863518,D1399006,[],04/03/2025,Approved w/Conditions,[],03/30/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863517,,[],,,[],03/31/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863516,,[],,,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1863515,,[],,,[],03/31/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1863514,,[],,,[],03/31/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863513,,[],,,[],03/31/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1863512,D1399001,"[{'agency': 'Department of Defense', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}, {'agency': 'Department of State', 'referralDate': '04/07/2025', 'closedDate': '04/08/2025'}]",04/09/2025,Approved w/Conditions,[],03/30/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863511,,[],,,[],03/30/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863510,,[],,,[],03/30/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,HOLD WITHOUT ACTION (04/02/2025),Export License Application
Z1863509,,[],,,[],03/30/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863508,,[],04/14/2025,Returned Without Action,[],03/30/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1863507,D1398996,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/04/2025'}]",04/14/2025,Approved w/Conditions,[],03/29/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863506,D1398995,"[{'agency': 'Department of Defense', 'referralDate': '04/04/2025', 'closedDate': '04/07/2025'}]",04/09/2025,Approved w/Conditions,[],03/29/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863505,,[],,,[],03/29/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863504,,[],,,[],03/29/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863503,,[],,,[],03/29/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863502,D1398991,"[{'agency': 'Department of Defense', 'referralDate': '04/04/2025', 'closedDate': '04/07/2025'}]",04/09/2025,Approved w/Conditions,[],03/29/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863501,D1398990,"[{'agency': 'Department of Defense', 'referralDate': '04/04/2025', 'closedDate': '04/07/2025'}, {'agency': 'Department of State', 'referralDate': '04/04/2025', 'closedDate': '04/07/2025'}]",04/09/2025,Approved w/Conditions,[],03/29/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1863500,,[],,,[],03/28/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1863499,,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/10/2025', 'closedDate': '04/15/2025'}]",,,[],03/28/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1863498,,"[{'agency': 'Department of Defense', 'referralDate': '04/10/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '04/10/2025', 'closedDate': '04/15/2025'}]",,,[],03/28/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,HOLD WITHOUT ACTION (04/16/2025),Export License Application
Z1863497,,"[{'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': '04/15/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': ''}]",03/28/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863496,,[],,,[],03/28/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,HOLD WITHOUT ACTION (04/03/2025),Export License Application
Z1863495,,[],,,[],03/28/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1863494,,[],,,[],03/28/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
